recv_time,timestamp,mag_x,mag_y,mag_z,temp,pressure,altitude,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,voltage,current,power
2026-03-27T20:06:17.165274,109,41.31,57.75,11.30,23.61,385.25,7452.00,-0.050,0.272,0.798,-6.79,-5.30,-24.38,8.625,258.00,2226.00
2026-03-27T20:06:17.817491,110,41.31,57.50,10.92,23.61,385.25,7452.00,-0.049,0.271,0.802,-6.90,-5.55,-24.59,8.633,237.62,2052.00
2026-03-27T20:06:18.471211,111,41.28,57.19,10.98,23.61,385.25,7452.00,-0.059,0.283,0.814,-7.42,-4.76,-24.56,8.625,259.75,2240.00
2026-03-27T20:06:19.123074,111,41.22,57.44,10.72,23.59,385.25,7452.00,-0.052,0.291,0.794,-7.27,-3.96,-25.31,8.625,265.25,2288.00
2026-03-27T20:06:19.529999,112,41.50,57.69,11.09,23.59,385.25,7452.00,-0.031,0.290,0.804,-7.54,-5.44,-24.19,8.625,237.38,2047.00
2026-03-27T20:06:19.905467,112,41.31,57.66,10.70,23.61,385.25,7452.00,-0.043,0.273,0.803,-6.62,-5.30,-25.08,8.625,259.00,2234.00
2026-03-27T20:06:20.557069,113,41.59,57.69,10.86,23.58,385.25,7452.00,-0.042,0.278,0.798,-6.72,-5.51,-25.52,8.625,258.00,2226.00
2026-03-27T20:06:21.219750,113,41.34,58.00,11.29,23.58,385.25,7452.00,-0.037,0.271,0.800,-6.57,-5.17,-23.64,8.625,257.00,2216.00
2026-03-27T20:06:21.862766,114,41.66,57.56,10.92,23.58,385.25,7452.00,-0.045,0.272,0.809,-6.75,-5.41,-23.97,8.625,261.75,2258.00
2026-03-27T20:06:22.509795,115,41.44,57.78,10.81,23.59,385.25,7452.00,-0.043,0.273,0.805,-6.60,-5.51,-24.22,8.641,254.62,2200.00
2026-03-27T20:06:22.925417,115,41.31,57.72,10.88,23.61,385.25,7452.00,-0.041,0.270,0.801,-6.32,-5.17,-24.80,8.625,259.50,2238.00
2026-03-27T20:06:23.310741,115,41.06,57.84,11.01,23.64,385.25,7452.00,-0.043,0.271,0.805,-6.51,-5.07,-24.19,8.625,260.75,2250.00
2026-03-27T20:06:24.169565,116,41.34,57.53,10.69,23.58,385.25,7452.00,-0.032,0.274,0.804,-6.78,-5.53,-24.30,8.625,259.75,2240.00
2026-03-27T20:06:24.642589,117,41.31,57.69,10.98,23.56,385.25,7452.00,-0.046,0.276,0.800,-6.66,-5.63,-25.14,8.625,258.50,2230.00
2026-03-27T20:06:25.265475,117,41.28,57.72,10.90,23.56,385.25,7452.00,-0.046,0.275,0.804,-6.68,-5.37,-25.05,8.625,258.00,2226.00
2026-03-27T20:06:26.312839,118,41.31,57.69,10.90,23.56,385.25,7452.00,-0.048,0.273,0.801,-6.62,-5.27,-24.67,8.625,260.25,2246.00
2026-03-27T20:06:26.697785,119,41.22,57.91,11.27,23.58,385.25,7452.00,-0.042,0.274,0.805,-6.06,-5.25,-25.16,8.625,259.75,2240.00
2026-03-27T20:06:27.355830,119,41.34,57.84,10.98,23.53,385.25,7452.00,-0.046,0.272,0.808,-6.58,-5.43,-24.97,8.625,260.00,2242.00
2026-03-27T20:06:27.999959,120,41.56,58.00,10.91,23.55,385.25,7452.00,-0.042,0.275,0.805,-6.93,-5.28,-24.59,8.617,277.50,2390.00
2026-03-27T20:06:28.657368,121,41.47,57.62,10.74,23.55,385.25,7452.00,-0.045,0.276,0.801,-6.67,-1.04,-25.69,8.617,276.50,2382.00
2026-03-27T20:06:29.305043,121,41.31,57.97,10.78,23.53,385.25,7452.00,-0.048,0.277,0.803,-6.65,-5.46,-24.42,8.617,278.75,2402.00
2026-03-27T20:06:29.719853,122,41.31,57.91,10.59,23.53,385.25,7452.00,-0.033,0.273,0.805,-6.77,-5.27,-25.02,8.625,259.25,2236.00
2026-03-27T20:06:30.743683,123,41.28,57.84,10.91,23.53,385.25,7452.00,-0.041,0.273,0.800,-6.23,-5.53,-25.80,8.633,238.25,2058.00
2026-03-27T20:06:31.552666,123,41.16,57.41,11.00,23.53,385.25,7452.00,-0.044,0.275,0.809,-5.87,-5.25,-24.05,8.625,261.50,2254.00
2026-03-27T20:06:32.164166,124,41.41,57.84,10.93,23.52,385.25,7452.00,-0.044,0.267,0.807,-6.08,-6.10,-23.56,8.625,258.00,2226.00
2026-03-27T20:06:32.702107,125,41.59,57.50,10.68,23.52,385.25,7452.00,-0.042,0.275,0.810,-7.23,-5.43,-25.20,8.625,261.00,2252.00
2026-03-27T20:06:33.118593,125,41.47,57.78,10.95,23.52,385.25,7452.00,-0.060,0.275,0.804,-6.50,-4.66,-23.33,8.617,288.00,2482.00
2026-03-27T20:06:33.478083,125,41.12,57.84,10.80,23.55,385.25,7452.00,-0.052,0.268,0.806,-6.61,-5.21,-24.36,8.625,267.00,2302.00
2026-03-27T20:06:34.131428,126,41.41,57.72,10.67,23.52,385.25,7452.00,-0.062,0.273,0.804,-6.61,-5.32,-24.19,8.625,246.62,2128.00
2026-03-27T20:06:34.792644,127,41.22,57.78,11.06,23.53,385.25,7452.00,-0.044,0.267,0.803,-6.78,-5.05,-23.69,8.625,261.25,2252.00
2026-03-27T20:06:35.458899,128,41.16,58.00,10.58,23.53,385.25,7452.00,-0.061,0.274,0.810,-5.39,-5.68,-25.20,8.641,247.38,2136.00
2026-03-27T20:06:36.256412,128,41.31,57.69,11.28,23.53,385.25,7452.00,-0.046,0.272,0.802,-6.70,-5.46,-25.02,8.625,259.00,2234.00
2026-03-27T20:06:36.521538,129,41.44,57.66,10.45,23.53,385.25,7452.00,-0.047,0.271,0.804,-4.49,-5.95,-25.14,8.625,261.50,2256.00
2026-03-27T20:06:36.894513,129,41.56,58.09,11.17,23.53,385.25,7452.00,-0.045,0.274,0.811,-7.54,-5.12,-23.89,8.625,257.25,2220.00
2026-03-27T20:06:36.935565,129,41.56,58.09,11.17,23.53,385.25,7452.00,-0.045,0.274,0.811,-7.54,-5.12,-23.89,8.625,257.25,2220.00
2026-03-27T20:06:37.540345,130,41.34,57.84,10.84,23.52,385.25,7452.00,-0.033,0.272,0.807,-6.70,-5.74,-24.19,8.625,261.50,2254.00
2026-03-27T20:06:38.287547,130,41.16,57.84,11.12,23.52,385.25,7452.00,-0.043,0.277,0.815,-6.97,-5.76,-24.00,8.625,260.00,2242.00
2026-03-27T20:06:38.847322,131,41.50,57.88,11.02,23.52,385.25,7452.00,-0.050,0.276,0.798,-6.66,-4.33,-24.98,8.625,258.00,2224.00
2026-03-27T20:06:39.648376,132,41.03,57.69,10.62,23.52,385.25,7452.00,-0.064,0.273,0.782,-13.45,-2.04,-23.11,8.625,261.25,2254.00
2026-03-27T20:06:39.689471,132,41.03,57.69,10.62,23.52,385.25,7452.00,-0.064,0.273,0.782,-13.45,-2.04,-23.11,8.625,261.25,2254.00
2026-03-27T20:06:39.950829,132,41.34,57.69,10.90,23.50,385.25,7452.00,-0.039,0.268,0.798,-7.17,-5.86,-24.59,8.625,258.75,2232.00
2026-03-27T20:06:40.286130,132,41.16,57.50,10.62,23.52,385.25,7452.00,-0.052,0.266,0.805,-6.77,-5.22,-24.31,8.633,260.00,2244.00
2026-03-27T20:06:40.935535,133,41.47,57.84,11.33,23.48,385.25,7452.00,-0.066,0.280,0.834,-8.70,-6.78,-24.11,8.617,275.75,2374.00
2026-03-27T20:06:41.633441,134,41.28,58.06,11.38,23.48,385.25,7452.00,-0.051,0.281,0.823,-6.62,-4.96,-24.41,8.617,279.25,2406.00
2026-03-27T20:06:42.295284,134,41.09,57.47,10.66,23.47,385.25,7452.00,-0.058,0.270,0.798,-6.51,-6.27,-24.48,8.617,277.00,2388.00
2026-03-27T20:06:42.938990,135,41.31,57.62,11.40,23.47,385.25,7452.00,-0.043,0.271,0.805,-6.40,-5.23,-24.39,8.625,260.25,2246.00
2026-03-27T20:06:43.304992,135,41.31,57.44,11.24,23.48,385.25,7452.00,-0.045,0.271,0.806,-6.78,-5.28,-23.67,8.625,260.00,2244.00
2026-03-27T20:06:43.680260,136,41.47,57.59,11.30,23.50,385.25,7452.00,-0.046,0.270,0.812,-6.64,-5.27,-23.89,8.625,239.25,2064.00
2026-03-27T20:06:44.323716,136,41.09,57.91,11.16,23.50,385.25,7452.00,-0.045,0.271,0.807,-6.67,-5.21,-24.69,8.625,258.75,2232.00
2026-03-27T20:06:44.992664,137,41.09,58.03,10.89,23.48,385.25,7452.00,-0.046,0.271,0.806,-6.60,-5.54,-24.75,8.625,260.00,2244.00
2026-03-27T20:06:45.693856,138,41.22,57.44,10.95,23.50,385.25,7452.00,-0.048,0.272,0.802,-6.87,-5.16,-24.70,8.625,260.25,2244.00
2026-03-27T20:06:46.394815,138,41.00,57.72,11.10,23.50,385.25,7452.00,-0.052,0.271,0.823,-6.72,-5.16,-25.05,8.625,260.50,2246.00
2026-03-27T20:06:46.699116,139,41.22,58.09,10.80,23.52,385.25,7452.00,-0.044,0.269,0.813,-6.39,-6.13,-24.39,8.625,259.50,2240.00
2026-03-27T20:06:47.085605,139,41.19,57.59,11.05,23.53,385.25,7452.00,-0.044,0.269,0.804,-6.85,-5.50,-24.19,8.625,260.25,2244.00
2026-03-27T20:06:47.116451,139,41.19,57.59,11.05,23.53,385.25,7452.00,-0.044,0.269,0.804,-6.85,-5.50,-24.19,8.625,260.25,2244.00
2026-03-27T20:06:47.736243,140,41.28,57.94,10.73,23.52,385.25,7452.00,-0.050,0.271,0.807,-6.72,-5.08,-24.64,8.625,261.25,2254.00
2026-03-27T20:06:48.480852,140,41.03,57.81,10.83,23.50,385.25,7452.00,-0.065,0.261,0.819,-7.19,-5.65,-23.91,8.633,264.50,2284.00
2026-03-27T20:06:49.068739,141,41.22,57.72,10.75,23.52,385.25,7452.00,-0.049,0.271,0.804,-6.34,-5.50,-23.88,8.625,259.25,2236.00
2026-03-27T20:06:49.749937,142,41.44,57.50,10.55,23.52,385.25,7452.00,-0.034,0.277,0.800,-6.93,-5.12,-24.36,8.625,261.00,2252.00
2026-03-27T20:06:50.147826,142,41.50,57.72,10.84,23.50,385.25,7452.00,-0.059,0.275,0.813,-7.02,-5.41,-24.28,8.641,245.00,2116.00
2026-03-27T20:06:50.472507,142,41.34,57.59,11.02,23.53,385.25,7452.00,0.048,0.257,0.762,-9.24,12.29,-38.59,8.625,281.00,2424.00
2026-03-27T20:06:50.523377,142,41.34,57.59,11.02,23.53,385.25,7452.00,0.048,0.257,0.762,-9.24,12.29,-38.59,8.625,281.00,2424.00
2026-03-27T20:06:51.140758,143,41.12,57.97,10.89,23.52,385.25,7452.00,-0.052,0.250,0.811,-5.93,-5.18,-24.39,8.625,262.50,2264.00
2026-03-27T20:06:51.932652,144,40.94,58.16,10.64,23.52,385.25,7452.00,-0.054,0.281,0.810,-6.65,-5.54,-23.72,8.625,237.12,2046.00
2026-03-27T20:06:52.631253,145,40.94,57.66,10.86,23.53,385.25,7452.00,-0.060,0.265,0.806,-6.77,-5.32,-23.56,8.625,258.50,2230.00
2026-03-27T20:06:53.114309,145,41.06,58.38,10.61,23.55,385.25,7448.00,-0.045,0.270,0.805,-6.79,-4.93,-24.33,8.641,258.50,2234.00
2026-03-27T20:06:53.493543,146,41.12,58.06,10.96,23.55,385.25,7452.00,-0.052,0.252,0.806,-7.20,-5.33,-24.20,8.625,260.25,2244.00
2026-03-27T20:06:53.879263,146,41.00,58.09,10.78,23.56,385.25,7452.00,-0.054,0.271,0.810,-6.50,-5.46,-24.28,8.617,279.00,2406.00
2026-03-27T20:06:53.920025,146,41.00,58.09,10.78,23.56,385.25,7452.00,-0.054,0.271,0.810,-6.50,-5.46,-24.28,8.617,279.00,2406.00
2026-03-27T20:06:54.508940,147,40.78,57.66,11.07,23.56,385.25,7452.00,-0.059,0.267,0.810,-6.60,-5.57,-23.98,8.617,279.75,2412.00
2026-03-27T20:06:55.167334,147,40.88,57.88,10.68,23.55,385.25,7452.00,-0.056,0.251,0.809,-7.41,-4.88,-24.41,8.617,277.00,2388.00
2026-03-27T20:06:55.822491,148,40.66,57.72,10.96,23.55,385.25,7452.00,-0.052,0.252,0.799,-4.30,-5.76,-24.73,8.625,258.00,2226.00
2026-03-27T20:06:56.475572,149,40.97,57.72,10.72,23.55,385.25,7452.00,-0.053,0.266,0.802,-6.53,-5.39,-24.05,8.625,242.88,2096.00
2026-03-27T20:06:56.945981,149,41.34,57.94,10.78,23.53,385.25,7452.00,-0.052,0.279,0.808,-4.41,-5.77,-25.88,8.625,261.75,2258.00
2026-03-27T20:06:57.269964,149,41.16,58.19,10.52,23.55,385.25,7452.00,-0.051,0.262,0.798,-7.59,-4.78,-23.88,8.625,260.75,2250.00
2026-03-27T20:06:57.919009,150,40.88,57.81,11.13,23.50,385.25,7452.00,-0.054,0.266,0.807,-6.59,-5.58,-25.22,8.617,278.75,2402.00
2026-03-27T20:06:58.571266,151,41.25,58.31,11.01,23.50,385.25,7452.00,-0.058,0.262,0.804,-6.18,-5.23,-25.14,8.625,262.75,2266.00
2026-03-27T20:06:59.226675,151,40.81,57.78,10.84,23.50,385.25,7452.00,-0.060,0.262,0.806,-6.08,-5.52,-24.52,8.625,263.00,2268.00
2026-03-27T20:06:59.915065,152,41.03,57.72,10.77,23.47,385.25,7452.00,-0.057,0.258,0.800,-3.66,-6.24,-24.98,8.625,258.75,2232.00
2026-03-27T20:07:00.279565,152,41.16,57.25,10.83,23.48,385.25,7452.00,-0.055,0.262,0.803,-5.95,-5.65,-24.17,8.625,260.00,2242.00
2026-03-27T20:07:00.663707,153,41.16,58.06,11.26,23.48,385.25,7452.00,-0.057,0.262,0.809,-7.02,-5.54,-24.27,8.625,261.00,2250.00
